,X,Y,Time
0,1.4420758727136103,1.331199345503228,151.13825816666701
1,1.3902787491071902,1.250795124077977,151.154917066667
2,1.48176710656607,1.3620610263758608,151.171574766667
3,1.25546497074573,1.183309723885737,151.188233666667
4,1.5483807587008,1.3274924921580284,151.204894566667
5,1.4706952707285699,1.2154265322359488,151.221543766667
6,0.984416842181547,1.1006954341283401,151.238202866667
7,1.0112914211145798,1.2035209981499093,151.254856166667
8,1.01231458286185,1.0977430314991046,151.271521766667
9,1.45882396855605,1.2519642723630573,151.29207616666702
10,1.36192671758205,1.1803789526237445,151.304992366667
11,1.31164443028382,1.0896261769294053,151.321538266667
12,1.06168913905158,1.2108957759179793,151.338151366667
13,1.17177259863607,1.3272046299176483,151.354815566667
14,1.06990508939472,1.2752330439865458,151.371482666667
15,1.2797074155796202,1.4033307733053153,151.388121866667
16,1.09486534825238,1.3834621945179115,151.404795966667
17,1.17459462673853,1.238040384509003,151.421457166667
18,0.9468089447408491,1.2416160091366648,151.438103166667
19,1.30985552354725,1.1983209458666626,151.454767866667
20,1.29789929901481,1.081406717283784,151.471417666667
21,1.5713881005283301,0.9916488736291135,151.488070966667
22,1.6781660427073601,1.2461961621333937,151.504740366667
23,1.33065084754641,1.182868535202513,151.521400366667
24,1.2760570750706202,1.176331498576339,151.538049866667
25,1.3383494718523898,1.1557338717223848,151.554682366667
26,1.30704055514201,1.2564219559594847,151.571364666667
27,1.1628675967662099,1.2714591328339404,151.588024466667
28,1.2888040013678799,1.3525752346736808,151.604681266667
29,1.38089708754359,1.2177132399563282,151.621343066667
30,1.2649421860463799,1.3510155193702678,151.638005166667
31,1.39391397596469,1.2492877001667615,151.654658466667
32,1.33260966555619,1.3059527859757405,151.671338166667
33,1.20985038125127,1.3081740484681272,151.687974366667
34,1.48730197168167,1.1879154725371246,151.704626866667
35,1.45187596533579,1.2034065569483012,151.72128016666701
36,1.14999679769599,1.2314696718406248,151.737951566667
37,1.1795328992934,1.200246025816564,151.754596666667
38,1.44290671387755,1.1863589158336512,151.771266966667
39,0.8877689825250809,1.3235505480177074,151.787924366667
40,1.56417399772365,1.2688025142516173,151.804582066667
